"#","MFL Code","DHIS Code","Name","County","Subcounty"
"2179","15006","g8sLqIUGHtU","Lalwet Dispensary","Nakuru","Nakuru West"
"2180","17348","0","Lamaiwe Dispensary","Baringo","Baringo Central"
"2181","12424","KfbDNrm3fVK","Lamba Medical Clinic","Machakos","Yatta"
"2182","16376","tJasPV2glBc","Lamorna Farm Clinic","Nakuru","Naivasha"
"2183","11511","t96k9Ltb6MK","Lamu Clinic","Lamu","Lamu West"
"2184","11512","F4NUFx2cgbO","Lamu District Hospital","Lamu","Lamu West"
"2185","11513","jF3YIj4ldNs","Lamu Fort VCT","Lamu","Lamu West"
"2186","10653","ipic3ecA2J0","Lamuria Dispensary (Nyeri North)","Nyeri","Kieni West"
"2187","13040","UCMCPHZbIio","Landmawe Clinic","Nairobi","Starehe"
"2188","15010","0","Langa Medical Care","Nakuru","Njoro"
"2189","13043","kMvyfZaFoq8","Langata MRS Health Centre","Nairobi","Langata"
"2190","25260","0","Langi Dispensary","Homa Bay","NDHIWA"
"2191","11514","FIiiK5Pf5XV","Lango Baya Dispensary (NAWACO)","Kilifi","Malindi"
"2192","11515","hWNJEQ3nmrL","Langoni Nursing Home","Lamu","Lamu West"
"2193","10654","al3IFUuaf1r","Lankia (PCEA) Dispensary","Kiambu","Kabete"
"2194","12425","vsCLd2QbtcK","Lasida Clinic","Embu","Mbeere North"
"2195","11516","G3TVfnJaJ3t","Latulla Medical Centre","Mombasa","Jomvu"
"2196","17361","0","LEBERIO DISPENSARY","Uasin Gishu","Kapseret"
"2197","15016","uKgdZY6oggg","Lebolos Dispensary","Baringo","Koibatek"
"2198","13394","CE8Ee3GngKf","Leheley Dispensary","Wajir","Wajir South"
"2199","18665","hNOIxpzuKw9","lelaitich dispensary","Bomet","Chepalungu"
"2200","15018","0","Lelboinet Dispensary (Mosop)","Nandi","Mosop"
"2201","15020","b2djFG8tTsv","Lelechwet Dispensary (Kipkelion)","Kericho","Kipkelion West"
"2202","15021","WhbgdJpWPD9","Lelechwet Dispensary (Nakuru Central)","Nakuru","Rongai"
"2203","15023","dbmqFG3AXJ8","Lelu Dispensary","Kericho","Kipkelion West"
"2204","15024","hYhOqzpLLjt","Lemook Clinic","Uasin Gishu","Kapseret"
"2205","19116","0","LEMORU TRINITY","Uasin Gishu","Soy"
"2206","18590","PPSlcuMSjBf","Lengo Medical Clinic","Nairobi","Starehe"
"2207","23345","0","Lengusaka Dispensary","Samburu","Samburu East"
"2208","20919","XE2bgeMULFs","Lenmek H/c","Kisii","Bobasi"
"2209","16220","gL99XDEyFB7","Leparua Dispensary","Isiolo","Isiolo"
"2210","15028","TCBGWHUlgR2","Lerrata Dispensary","Samburu","Samburu East"
"2211","10656","IrqA2mEn7lI","Leshau Medical Clinic","Nyandarua","Ndaragwa"
"2212","18470","jLTSIkW3yOR","Levice Medical Clinic","Mombasa","Nyali"
"2213","13049","CsIp8huOrUz","Lianas Clinic Health Centre","Nairobi","Westlands"
"2214","15032","WkBUkZSpv1S","Liavo Medical Clinic (Kwanza)","Trans Nzoia","Kwanza"
"2215","15033","HHjKu1op40N","Liavo Medical Clinic (Trans Nzoia West)","Trans Nzoia","Kiminini"
"2216","16288","zsQT0QjLx1K","Libahlow Mobile Clinic","Garissa","Balambala"
"2217","13395","cEply1DtjVp","Liban Pharmacy","Wajir","Wajir East"
"2218","13396","NcOb0qCK34k","Libehiya Dispensary","Mandera","Mandera East"
"2219","12427","Sq8Rlog5zp2","Liberty Maternity and Nursing Home","Embu","Manyatta"
"2220","13397","0","Liboi Clinic","Garissa","Lagdera"
"2221","13398","weyYbGwh5nK","Liboi Health Centre","Garissa","Dadaab"
"2222","11518","GjeySvi4bwq","Licodep VCT","Mombasa","Likoni"
"2223","10659","q9Tq7BpYsuR","Life Care Ministry Clinic","Kiambu","Ruiru"
"2224","11519","PJ8zrVDzBVA","Light For Christ Hospital","Mombasa","Mvita"
"2225","40010","0","LIHANDA","Siaya","Alego Usonga"
"2226","11521","SFSokPm5mwa","Likoni Community Clinic","Mombasa","Likoni"
"2227","11523","VKGhPsNxRfv","Likoni Nursing Clinic","Mombasa","Likoni"
"2228","18454","0","LIKONI RESOURCE","Mombasa","Mvita"
"2229","15036","ziNlD1mXqDM","Likwon Dispensary","Baringo","Baringo North"
"2230","10660","LsRYcAi10VG","Lilian Wachuka Clinic","Muranga","Kiharu"
"2231","16593","Jd5CvqqLk6Y","Lily Clinic","Meru","Imenti North"
"2232","12428","kRCFlWortGF","Limauru Dispensay","Meru","Tigania West"
"2233","15037","w3QijShtnYN","Limo Surgical Hospital","Uasin Gishu","Ainabkoi"
"2234","12429","SiM1yeeCfGd","Limoro Dispensary","Meru","Tigania West"
"2235","20100","mLciqwiDS3o","Lions Sightfirst Hospital","Vihiga","Emuhaya"
"2236","15040","BDOmZQaSFWJ","Liter (AIC) Dispensary","Elgeyo Marakwet","Marakwet East"
"2237","10663","TbQPg8hmsBc","Little Flower Dispensary","Nyeri","Mukurweini"
"2238","12430","cbA1l26L2os","Liverpool VCT Embu","Embu","Manyatta"
"2239","24724","","LIVING ROOM INT HSP","Uasin Gishu","Ainabkoi"
"2240","10664","svOVqWJaiyu","Liz Medical Clinic","Kiambu","Juja"
"2241","15042","fePES3jRUeR","Loboi Dispensary","Baringo","Marigat"
"2242","20890","0","Lodeng'o","Baringo","Tiaty"
"2243","15047","zxc7CoENEFF","Lodokejek Dispensary","Samburu","Samburu Central"
"2244","15053","ASn0tF8X1Ks","Loiwat Dispensary","Baringo","Tiaty"
"2245","21316","0","Lokori Health Center","Turkana","Turkana East"
"2246","15069","ThMZDEYrucq","Lolkeringet Dispensary","Narok","Narok North"
"2247","15070","XJyPBez3csN","Lolminingai Dispensary","Nandi","Emgwen"
"2248","14504","PLfpza8Zh9N","LoltuleleiFriends Dispensary","Samburu","Samburu Central"
"2249","20000","0","LOLUPE DISPENSARY","Turkana","Turkana Central"
"2250","16875","sydHOsaCXEQ","Lombi Medical Clinic","Homa Bay","Kabondo Kasipul"
"2251","16214","Vd1VV5EzU6F","Lontolio Dispensary","Marsabit","Laisamis"
"2252","16815","tMzgdQ33dnn","Lord of Mercy Clinic","Nyeri","Kieni East"
"2253","15086","Q0RZ7w5rgnv","Lorien Dispensary","Laikipia","Laikipia West"
"2254","15091","kUVH2XUzrvY","Loruk Dispensary (East Pokot)","Baringo","Tiaty"
"2255","15093","W3lwizAesBx","Losogwa Dispensary","Laikipia","Laikipia West"
"2256","20592","","Lotubae AIC dispensary","Turkana","Turkana East"
"2257","11524","0","Lovic Demacare Clinic","Mombasa","Likoni"
"2258","13052","Jk9Ie7dcgWk","Lower Kabete Dispensary","Nairobi","Westlands"
"2259","20671","0","Lubanga  Dispensary","Kakamega","Matungu"
"2260","13736","TTydo7weKDu","Luciel Dispensary","Migori","Nyatike"
"2261","10665","uNavtCT1zQO","Lucimed clinic","Nyandarua","Ndaragwa"
"2262","13737","WusEFvPolcG","Lucky Youth Dispensary","Homa Bay","Suba"
"2263","15099","CJDtDzu5YNE","Luguget Dispensary","Elgeyo Marakwet","Marakwet East"
"2264","26891","0","LUKHOBA","Bungoma","Webuye East"
"2265","15971","QXyqIPNCkZ1","Lumino Maternity and Nursing Home","Kakamega","Lurambi"
"2266","23661","","Lumumba Health Unit","Siaya","Rarieda"
"2267","12434","0","Lumumba Health Unit","Machakos","Machakos"
"2268","12435","jlYRcE9fKDy","Lundi Dispensary","Kitui","Mwingi Central"
"2269","40056","0","LUNGANYIRO HEALTH CENTRE","Kakamega","Matungu"
"2270","15102","ZH8HHiwrFHK","Luoniek Dispensary","Laikipia","Laikipia West"
"2271","25699","0","Lutasio Helath Centre","Kakamega","Matungu"
"2272","40062","0","LWANDA","Migori","Nyatike"
"2273","20077","0","Lyason Manyatta & Laboratory Services","Kakamega","Shinyalu"
"2274","16505","TJGfV5eIek2","M.K.M Clinic","Kirinyaga","Kirinyaga East"
"2275","12436","iWlZR0L75nk","Maai Dispensary","Kitui","Mwingi Central"
"2276","11529","AIixfUTBNDE","Mabati Medical Clinic","Kilifi","Kaloleni"
"2277","10667","tnsdmtyC7Of","Mabroukie Dispensary","Kiambu","Limuru"
"2278","12437","RUfO2XsOFSf","Machaka Mission Dispensary","Meru","Buuri"
"2279","21260","0","Machakha Dispenssary","Bungoma","Bungoma Central"
"2280","12439","VYIXNdQoBZ1","Machakos Health Care","Machakos","Machakos"
"2281","12440","ejTaieARg25","Machakos Medical Clinic","Machakos","Machakos"
"2282","11530","oLwo3C89K3t","Mackinnon Medical Clinic","Mombasa","Likoni"
"2283","18735","0","Madaraka Health Services","Meru","Imenti North"
"2284","13054","nXhvPLjelsX","Madaraka VCT","Nairobi","Langata"
"2285","13055","QnuXu1HTR8X","Madina Nursing Home","Nairobi","Kamukunji"
"2286","11535","XU6zOXTxVWT","Madunguni Medical Clinic","Kilifi","Malindi"
"2287","10668","a1gbVK7DfBr","Maendeleo Ya Wanawake","Kirinyaga","Kirinyaga Central"
"2288","22113","0","MAETA","Migori","Kuria East"
"2289","21058","0","Mafubu","Busia","Butula"
"2290","12443","CI9YUNiNvOM","Magenka Dispensary","Tharaka Nithi","Chuka/Igambangombe"
"2291","12444","TT3kyK0Iam5","Magundu Dispensary","Tharaka Nithi","Muthambi"
"2292","13754","QFZZGtneAFF","Magura Dispensary","Nyamira","Borabu"
"2293","10669","hPCDkK06PhP","Magutu (PCEA) Dispensary","Nyeri","Mathira East"
"2294","16679","o052OgWaEv8","Mahianyu Dispensary","Laikipia","Laikipia West"
"2295","10670","zlOqwHi8J7M","Mahiga (PCEA) Dispensary","Nyeri","Nyeri South (Othaya)"
"2296","531","0","MAIELLA HEALTH CENTRE","Nakuru","Naivasha"
"2297","12447","Px3lKZwqsHh","Mailiari Dispensary","Meru","Tigania West"
"2298","10671","wgWlZhxXfS5","Maina & Mwangi Health Centre","Nyandarua","Oljoroorok"
"2299","11539","ovoxqiuLhYb","Mainland Maternity And Nursing Home","Mombasa","Changamwe"
"2300","11540","itnjENPTJ2n","Mainview Medical Clinic","Mombasa","Changamwe"
"2301","17304","","MAIRI DISPENSARY","Muranga","Kigumo"
"2302","16506","opsvGk50mb9","Maisha Bora Clinic","Kirinyaga","Kirinyaga East"
"2303","22273","0","Maisha medical Clinic","Kisumu","Kisumu East"
"2304","12448","ykFfauHB7EY","Majengo (PCEA) Clinic","Embu","Manyatta"
"2305","11542","Sd63EXoo6Rp","Majengo Dispensary (Tana River)","Tana River","Galole"
"2306","15112","Wf2LydCNdy1","Maji Moto Dispensary","Baringo","Mogotio"
"2307","17891","0","Majira Dispensary","Tharaka Nithi","Maara"
"2308","13399","F0obIE3LC3Q","Maka - Al Mukarama Clinic","Wajir","Wajir East"
"2309","12449","XI0SGCeud9l","Makaani Dispensary","Kitui","Kitui Central"
"2310","12451","ARVgXsBFD9S","Makandune Dispensary","Meru","Imenti Central"
"2311","13758","mr3btxzpInp","Makararangwe Dispensary","Migori","Kuria East"
"2312","12452","CMPzuImvQn3","Makengi Clinic","Embu","Manyatta"
"2313","16645","KSAZU4gswwQ","Makengi Dispensary (Maara)","Tharaka Nithi","Maara"
"2314","20493","lmjsZcvSbbG","Makhonge dispensary","Bungoma","Bungoma Central"
"2315","25662","0","Makhwabuye Dispensary","Kakamega","Malava"
"2316","13058","DaVBemEUKpb","Makina Clinic","Nairobi","Langata"
"2317","18352","","Makindu DICE","Makueni","Kibwezi West"
"2318","13059","IDj8oTQDxi6","Makkah Nursing Home","Nairobi","Kamukunji"
"2319","13060","OL9rugf8GiU","Makogeni Clinic","Nairobi","Makadara"
"2320","20722","0","MAKUENI GK PRISON DISPENSARY","Makueni","Makueni"
"2321","22244","0","Makutano Dispensary","Laikipia","Laikipia East"
"2322","16451","YRh5IrzeXPM","Makutano Medical Clinic","Vihiga","Luanda"
"2323","12458","Z0PsLvUp12j","Makutano Medical Clinic (Machakos)","Machakos","Athi River"
"2324","10673","uTd6q0GQ8LH","Makutano Medical Clinic (Muranga South)","Muranga","Maragwa"
"2325","16594","otYkSHj8S27","Makutano Medical Clinic/Lab","Meru","Imenti North"
"2326","21695","0","Makuyi Dispensary","Kakamega","Shinyalu"
"2327","10675","YprMIiobLCJ","Makwa Medical Clinic","Nyeri","Mukurweini"
"2328","20342","0","Malanga Dispensary","Kilifi","Kilifi North"
"2329","20843","DP72aqL87cB","Malichi dispensary","Kakamega","Malava"
"2330","12460","fSCiJmzpPrx","Maliku Dispensary","Kitui","Kitui Rural"
"2331","11556","LjfagSqlgXT","Malindi Medicare Clinic","Kilifi","Malindi"
"2332","11557","Ih32Pc3gAV3","Malindi Sea Breeze","Kilifi","Malindi"
"2333","15998","cMHVdzvzZpz","Malinya Clinic","Kakamega","Ikolomani"
"2334","12461","TIIrUb6uDPx","Malka Daka Dispensary","Isiolo","Garbatulla"
"2335","13400","N1esU27uHON","Malkagufu Dispensary","Wajir","Wajir North"
"2336","13401","vLoJFXvvgxh","Malkamari Dispensary","Mandera","Mandera West"
"2337","13762","IPZml6LeKzg","Mama Caro Clinic","Migori","Kuria West"
"2338","13763","FhJyGii0JLR","Mama Fridah Clinic","Migori","Kuria West"
"2339","13764","OLHT5Elzs7V","Mama Josphene Clinic","Homa Bay","Suba"
"2340","12463","sxBmswbJCSt","Mama Ken Clinic","Meru","Igembe Central"
"2341","10676","XeFufwPR1CG","Mama Margaret Medical Clinic","Kiambu","Gatundu South"
"2342","13765","HdMCcz0HfIP","Mama Maria Clinic","Migori","Nyatike"
"2343","0","0","Mama Salama","Kisumu","Kisumu East"
"2344","12465","uz2t2srEkfb","Mamba Dispensary (Yatta)","Machakos","Yatta"
"2345","10677","SFat582wUK1","Mamuki Medical Clinic","Kirinyaga","Kirinyaga South"
"2346","12467","efwHczq9gWX","Manchester Medical Clinic","Makueni","Kibwezi West"
"2347","16312","0","Mandera Drugmarts Pharmacy","Mandera","Mandera East"
"2348","16296","tfXyQhizNIS","Mandera Medicare Clinic","Mandera","Mandera East"
"2349","13403","lPnSCubFVlG","Mandera Medicare Nursing Home","Mandera","Mandera East"
"2350","10678","igb6YaEnQcl","Manesh Clinic","Kirinyaga","Kirinyaga Central"
"2351","13767","IlKkowhD6pn","Manga Getobo Clinic","Nyamira","Manga"
"2352","11560","zR5TcOyp1XY","Mangai Dispensary","Lamu","Lamu East"
"2353","12469","yPFhQ8EkS2h","Mango Dispensary","Machakos","Mwala"
"2354","16759","COoPYD3DzUy","Mangu High School Clinic","Kiambu","Juja"
"2355","16912","0","Mangulu Dispensary","Kwale","Lungalunga"
"2356","10679","tU13hbRnCGc","Manguo Medical Clinic","Nyandarua","Ndaragwa"
"2357","10680","XUzmDedRM2K","Manjo Health Clinic","Nyeri","Mukurweini"
"2358","16310","i7pqDuS5e5c","Mankind Medical Clinic","Mandera","Mandera East"
"2359","16363","Y4Xil9bwIiL","Manor House Agricultural Health Clinic","Trans Nzoia","Saboti"
"2360","13404","nIwdqfibnPl","Mansa Dispensary","Wajir","Tarbaj"
"2361","16292","jmP5zv9u3wu","Mansa Nomadic Clinic","Wajir","Tarbaj"
"2362","13405","qbpQrf6dZvs","Mansabubu Dispensary","Garissa","Fafi"
"2363","16218","B7wL1eTAjDa","Mansile Dispensary","Marsabit","Moyale"
"2364","10682","Nanl9SI3YA4","Manyatta Clinic","Nyandarua","Ndaragwa"
"2365","12470","QVYsarI2L8c","Manyatta Jillo Dispensary","Marsabit","Saku"
"2366","16773","aFyIlYnEzcn","Manyatta Medical Clinic (Nyeri South)","Nyeri","Mukurweini"
"2367","17692","UeuVZHyyPv7","Mapenya Dispensary","Lamu","Lamu West"
"2368","10683","FaiaU3ovwYj","Maragi Medical Clinic","Muranga","Kiharu"
"2369","10684","0","Maragua (African Christian Churches And Schools) C","Muranga","Maragwa"
"2370","10685","sPawnd4Ujj3","Maragua Clinic","Muranga","Maragwa"
"2371","16322","c2RArnztXjN","Maralal  Medical Clinic","Samburu","Samburu Central"
"2372","14526","nRvD21ttet5","Maralal GK Prison Dispensary","Samburu","Samburu Central"
"2373","15127","0","Maramara Dispensary","Kericho","Buret"
"2374","0","0","MARANDA","Siaya","Bondo"
"2375","16595","krrgYLdIwGU","Marble Clinic","Meru","Imenti North"
"2376","16596","SqrJ45ithH7","Marble Medical Laboratory","Meru","Imenti North"
"2377","11564","R6N3Z0PtQor","Marereni Medical Clinic","Kilifi","Magarini"
"2378","10689","AoE3ygDUO5M","Marewa Medical Centre and Maternity","Kiambu","Thika Town"
"2379","13061","i4tV309s7wV","Maria Dominica Dispensary","Nairobi","Langata"
"2380","13063","tKrbbrbKFeR","Maria Maternity","Nairobi","Embakasi West"
"2381","11565","UweDhlAvRBI","Maria Teressa Nuzzo Health Centre","Lamu","Lamu West"
"2382","12474","SE4q34IrWb7","Mariagoretti Health Services","Machakos","Athi River"
"2383","16970","0","MARIAINI DISPENSARY","Muranga","Kandara"
"2384","16188","aHPOWlrPB0l","Mariakani Clinic","Kilifi","Kaloleni"
"2385","15132","AUbSnprX0ML","Marie Stopes (MCN Nakuru)","Nakuru","Nakuru East"
"2386","15133","ltOLrxktivm","Marie Stopes (Naivasha)","Nakuru","Naivasha"
"2387","16166","0","Marie Stopes Clinic (Dagoretti)","Nairobi","Langata"
"2388","12471","HgLP7uiWiHF","Marie Stopes Clinic (Imenti North)","Meru","Imenti North"
"2389","13065","E3Mdlz1DtVG","Marie Stopes Clinic (KENCOM)","Nairobi","Starehe"
"2390","13774","u56CjMPRz3v","Marie Stopes Clinic (Kisii)","Kisii","Kitutu Chache South"
"2391","16167","pDk8s6dEjVq","Marie Stopes Clinic (Langata)","Nairobi","Langata"
"2392","11567","xuizdpHRlD4","Marie Stopes Clinic (Malindi)","Kilifi","Malindi"
"2393","13775","e0eOynFLBwV","Marie Stopes Clinic (Migori)","Migori","Suna West"
"2394","16772","KQvN5HNa67H","Marie Stopes Clinic (Nyeri South)","Nyeri","Mukurweini"
"2395","13066","ovdTGUqIhcH","Marie Stopes Clinic (Pangani)","Nairobi","Starehe"
"2396","15134","VtTY6F4inn0","Marie Stopes Clinic (Trans Nzoia West)","Trans Nzoia","Saboti"
"2397","16002","sqDl24SJtey","Marie Stopes Clinic (Vihiga)","Vihiga","Sabatia"
"2398","13067","h2t7PuYv43Y","Marie Stopes Clinic (Westlands)","Nairobi","Westlands"
"2399","15135","E6tSrVKpMzI","Marie Stopes Health Centre (Eldoret West)","Uasin Gishu","Turbo"
"2400","15136","qaMuvOPqqNW","Marie Stopes Health Centre (Kericho)","Kericho","Ainamoi"
"2401","13068","gfMG2L5HUVF","Marie Stopes Nursing Home (Eastleigh)","Nairobi","Kamukunji"
"2402","13776","UH6upEAwIsn","Marie Stopes Nursing Home (Kisumu)","Kisumu","Kisumu Central"
"2403","10690","ph4BA7HVX4l","Marie Stopes Nursing Home (Muranga)","Muranga","Kiharu"
"2404","11568","0","Marie Stoppes Clinic (Changamwe)","Mombasa","Likoni"
"2405","11569","lC6eu0GNiDv","Marie Stops Dispensary (Kisauni)","Mombasa","Nyali"
"2406","11570","C9HLrwVE1ot","Marie Stops Nursing And Maternity Home (Mombasa)","Mombasa","Mvita"
"2407","10691","qm7oEHJRRAV","Mariine Maternity Home","Nyeri","Nyeri Central"
"2408","10692","fvyBm4mMhTR","Mariira Catholic Dispensary","Muranga","Kigumo"
"2409","18431","MD1tQdr3b1V","Marimani CDF Dispensary","Mombasa","Kisauni"
"2410","30006","0","marimanti hospital","Tharaka Nithi","Tharaka North"
"2411","17658","0","Marimanti med clinic","Tharaka Nithi","Tharaka South"
"2412","22547","0","Marinda Dispensary","Trans Nzoia","Kwanza"
"2413","13069","gAKWWlzco2t","Maringo Clinic","Nairobi","Makadara"
"2414","17285","0","MARIRYE HEALTH CENRE","Makueni","Kilome"
"2415","15140","UMXEEYm9bWR","Mariwa Dispesary","Kericho","Kipkelion West"
"2416","15141","sWGOP2Sk0d3","Maron Dispensary","Baringo","Tiaty"
"2417","12473","AkC8SJRIJwY","Marsabit Medical Clinic","Marsabit","Saku"
"2418","16207","x33Wh7pyxKs","Marsabit Modern Medical Clinic","Marsabit","Saku"
"2419","10694","iwkrolGH0ec","Martha Medical Clinic","Nyeri","Kieni East"
"2420","10695","cs1EcAzZtlx","Martmerg Clinic","Kiambu","Ruiru"
"2421","10696","gaEYflcjh5J","Marua Dispensary","Nyeri","Nyeri Central"
"2422","10697","Cx8tT4I81om","Marua Medical Clinic","Nyeri","Nyeri Central"
"2423","15145","RYu0mIssWOk","Marura Dispensary","Laikipia","Laikipia North"
"2424","19598","0","Mary Help Mission Medical Centre","Kiambu","Gatundu North"
"2425","10699","FzIZnkw4xFo","Mary Hill Medical Clinic","Nyandarua","Ndaragwa"
"2426","15148","NK86ONGZE5t","Mary Immaculate Dispensary (Laikipia East)","Laikipia","Laikipia East"
"2427","17514","BiDkjdXE6xS","Mary Mission  Medicare","Nairobi","Dagoretti"
"2428","16179","Kpo2c4H1mnx","Maryango Medical Clinic","Kilifi","Ganze"
"2429","11574","u2QWwuSUzy8","Marynoll Dispensary","Tana River","Bura"
"2430","10701","bxNwHSFd0f1","Masa Medical Clinic (Kirinyaga)","Kirinyaga","Kirinyaga North/Mwea West"
"2431","10702","kHS8L1DtPun","Masa Medical Clinic (Nyeri North)","Nyeri","Mathira East"
"2432","13073","Lh9ALP9Tq11","Masaba Hospital","Nairobi","Langata"
"2433","15149","NDJuPQBcnp5","Masaita/ Miti-Tatu Dispensary","Kericho","Kipkelion East"
"2434","20905","BRYBCpe7EWf","Maseno University AIDS Control Unit(City Campus)","Kisumu","Kisumu Central"
"2435","11575","ZVfuvDn0L5x","Mashauri Clinic","Mombasa","Mvita"
"2436","12478","ugRMlxqW6ig","Masumba Dispensary","Makueni","Kibwezi West"
"2437","11576","0","Mata Dispensary (Taita)","Taita Taveta","Taveta"
"2438","10703","rUVlUh0zuMA","Mataara Dispensary","Kiambu","Gatundu North"
"2439","12480","mPwh9zI4y7M","Mataka Dispensary","Kitui","Mwingi North"
"2440","10704","KWAyW6YZGmA","Matara ENT Clinic","Nyeri","Mukurweini"
"2441","13788","l8miWevqFuS","Matare Mission Dispensary","Migori","Kuria East"
"2442","16003","OMh2S2M0iBS","Matayos Community Clinic","Busia","matayos"
"2443","12481","giloYiuyI3u","Materi Girls Dispensary","Tharaka Nithi","Tharaka South"
"2444","10705","tFbJmUSQC3w","Mathakwaini (PCEA) Dispensary","Nyeri","Tetu"
"2445","10706","opxZultu9xu","Matharite Dispensary","Muranga","Kiharu"
"2446","12482","PkbSzsxEWhA","Mathima Dispensary","Machakos","Mwala"
"2447","10707","aMNaWn8WHGy","Mathingira Medical Clinic","Nyeri","Mukurweini"
"2448","16656","fMcDS33aCYH","Mathuswini Dispensary","Kitui","Mwingi West"
"2449","16927","nkwblOya9um","Mathyakani Dispensary","Kitui","Mwingi Central"
"2450","40011","0","MATIBABU","Siaya","Alego Usonga"
"2451","40003","0","MATIBABU FOUNDATION","Busia","matayos"
"2452","12484","oARmTls1Ytd","Matiliku Catholic Dispensary","Makueni","Makueni"
"2453","21187","NGBt4NdgGMN","Matisi dispensary","Bungoma","Webuye West"
"2454","11579","XvDFiWvnDCz","Matondoni Dispensary","Lamu","Lamu West"
"2455","16410","B5Ju05vTpzK","Matumaini dispensary","Nakuru","Molo"
"2456","22569","0","Matumbei Dispensary","Trans Nzoia","Endebess"
"2457","40046","0","MATUNGU SUB DISTRICT HOSPITAL","Kakamega","Matungu"
"2458","10708","jVhl1A0KGIe","Matura Medical Care","Nyeri","Nyeri Central"
"2459","12487","lWM8gp6hehP","Matuu Cottage Clinic","Machakos","Yatta"
"2460","12490","VoJUcrX4UcI","Matuu Nursing Home","Machakos","Yatta"
"2461","16412","wXGa2TgvPtJ","Mau Narok Health Center","Nakuru","Njoro"
"2462","15158","GPlDrtKqRSZ","Mau Tea Dispensary","Kericho","Kipkelion East"
"2463","12491","IQYewgX95nr","Maua Cottage","Meru","Igembe South"
"2464","23766","0","Maundo Ni Meri","Laikipia","Laikipia North"
"2465","17256","N41yfPxtAlL","Mavivye Dispensary","Makueni","Kilome"
"2466","12494","bofJCK2ECq2","Mavoko Medical Clinic","Machakos","Athi River"
"2467","12495","j3UajT53u6M","Mavui Dispensary","Kitui","Mwingi West"
"2468","16798","0","Mawamu Clinic","Nairobi","Langata"
"2469","12496","Yv4oL6SQd0A","Maweli Dispensary","Machakos","Mwala"
"2470","18000","Me2i2NUlDtm","Mawepi medical and VCT centre","Nairobi","Kasarani"
"2471","11584","0","Maximillan Clinic","Mombasa","Likoni"
"2472","15162","TjKtkISre78","Maximum Medical Services","Nakuru","Njoro"
"2473","21042","0","Mayenje Dispensary","Busia","matayos"
"2474","13079","OIUCAFC6TwJ","Mayflower Clinic","Nairobi","Embakasi East"
"2475","16597","vSXOwXPKbU5","Mayo Medical Clinic","Meru","Imenti North"
"2476","16598","gxsO6nTWCKH","Mayo Medical Laboratoy","Meru","Imenti North"
"2477","10709","jx5moTSERAX","Mayols Medical Clinic","Nyeri","Mukurweini"
"2478","10710","NnAlmtx7og3","Mayos Medical Clinic","Nyeri","Mukurweini"
"2479","11588","tYtTS1NxbBe","Mbalambala Dispensary","Tana River","Bura"
"2480","12497","TY7Jjc6YxV8","Mbale Medical Clinic","Machakos","Matungulu"
"2481","16013","smevdO8k4H9","Mbaleway Side Clinic","Vihiga","Vihiga"
"2482","0","0","Mbasa Health Centre","Siaya","Alego Usonga"
"2483","17839","v7tHjnqJp4v","Mbavani Dispensary","Makueni","Mbooni"
"2484","12498","vR0bI46qL7D","Mbembani Dispensary","Machakos","Yatta"
"2485","10711","hOwIf7ekZ2I","Mbici Dispensary","Kiambu","Gatundu North"
"2486","15163","foUR56v0rad","MBINYOMedical Clinic","Nakuru","Subukia"
"2487","10713","L6hkKYSFs58","Mbiriri Catholic Dispensary","Nyeri","Kieni East"
"2488","12501","INZIdiVcdZp","Mbita Dispensary","Embu","Mbeere South"
"2489","20101","0","Mbitini Health Centre","Kitui","Kitui Rural"
"2490","12504","EG7ItpBJjQZ","Mbiuni LVCT","Machakos","Mwala"
"2491","15164","Yq3aTkXLPJu","Mbogo Valley Dispensary","Nandi","Tinderet"
"2492","12505","Pf6O7e2obMA","Mbondoni Dispensary","Embu","Mbeere South"
"2493","12507","ZRzX46eulvM","Mbooni (AIC) Dispensary","Makueni","Mbooni"
"2494","13081","R13VHIlBzno","Mbotela Clinic","Nairobi","Makadara"
"2495","25626","0","MBUDZI HEALTH CENTRE","Kilifi","Ganze"
"2496","1159","0","MBUGUNI","Kwale","Matuga"
"2497","12509","RIgueT0ZHXr","Mbusyani Dispensary","Kitui","Kitui Rural"
"2498","10714","UC5jaamiA17","Mbuti Medical Clinic","Muranga","Maragwa"
"2499","20271","geOkVvPwlny","Mbuvo Health Centre","Makueni","Makueni"
"2500","11594","l50mbULvNaG","Mbwajumwali Dispensary","Lamu","Lamu East"
"2501","17482","MZdph7UEuEn","Mbyani Catholic Dispensary","Makueni","Kilome"
"2502","10715","TsqchCAep0c","Mchana Estate Dispensary","Kiambu","Ruiru"
"2503","11595","TUYYbAUdrXo","Mecca Medical Clinic","Mombasa","Changamwe"
"2504","13085","Gv6OwZSA8YB","Med-Point Dispensary","Nairobi","Kasarani"
"2505","13407","0","Medi - Touch Clinic","Wajir","Wajir East"
"2506","10716","urgHehOklgm","Medical Centre Clinic","Kirinyaga","Kirinyaga Central"
"2507","11596","a1v6zcMrGeB","Medical Clinic (Likoni)","Mombasa","Likoni"
"2508","10717","bkViKm66btJ","Medical Clinic Baricho","Kirinyaga","Kirinyaga North/Mwea West"
"2509","10718","M3N8lho1HuX","Medical Highway Kibingoti","Kirinyaga","Kirinyaga North/Mwea West"
